Left Hand Side,Right Hand Side,Support,Confidence,Lift,Total_Items,Support_Confidence_Score
Red Vine Tomato,Cucumber Kirby,0.002017157371595246,0.11697384066587396,3.844145456310034,2,4.75957651489548e-07
Organic Garnet Sweet Potato (Yam),Organic Zucchini,0.0020350990508851657,0.12523659305993692,3.8385916012344703,2,5.18683398840612e-07
Bag of Organic Bananas && Organic Zucchini,Organic Hass Avocado,0.0016711392710039394,0.2522243713733075,3.828435074868115,3,7.043886320834462e-07
Organic Baby Broccoli,Organic Lemon,0.0010354912047325024,0.10479896238651101,3.8255641440853694,2,1.1236985270341404e-07
Organic Coconut Milk,Organic Garlic,0.00114314128047202,0.1333732057416268,3.823361964710722,2,1.7428836909544483e-07
Organic Small Bunch Celery,Organic Garlic,0.0028091543573931254,0.13284848484848485,3.8083199786253426,2,1.0483536522681478e-06
Organic Whole Strawberries,Organic Raspberries,0.0014840331869804923,0.15415335463258786,3.806303004238216,2,3.395003342743443e-07
Organic Ginger Root,Organic Yellow Onion,0.002219642037867196,0.13459745104134288,3.799826289155792,2,6.631361722485901e-07
Organic Garlic && Banana,Organic Avocado,0.0012892378118327939,0.21214677351328554,3.782720173965033,3,3.5261639398400816e-07
Organic Russet Potato,Organic Garlic,0.0013456259467439697,0.13194269917064588,3.7823541447116096,2,2.3890985775045676e-07
Bag of Organic Bananas && Organic Raspberries,Organic Blueberries,0.0013404997526611354,0.11459246275197195,3.764300170082522,3,2.0591573267761342e-07
Fresh Ginger Root,Limes,0.0012302865798802009,0.16853932584269662,3.756419514167702,2,2.551019778595486e-07
Red Onion,Cucumber Kirby,0.0015481106130159194,0.114199281527699,3.7529643097941667,2,2.7369530496503034e-07
No Salt Added Black Beans,Limes,0.001445586731359236,0.16760772659732542,3.7356559471651707,2,3.502533856776762e-07
Bag of Organic Bananas && Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,0.001691644047335276,0.2459932910920611,3.7338554504917876,3,7.03949058778985e-07
Bag of Organic Bananas && Organic Cucumber,Organic Raspberries,0.0010072971372769145,0.15103766333589547,3.7293713982336327,3,1.5324999094817182e-07
Bag of Organic Bananas && Organic Large Extra Fancy Fuji Apple,Organic Raspberries,0.0010354912047325024,0.15057771151695862,3.7180144219654427,3,1.6145575183438728e-07
Roma Tomato,Cucumber Kirby,0.0014660915076905726,0.11308817714511664,3.716449762272464,2,2.4307447700743817e-07
Organic Italian Parsley Bunch,Organic Lemon,0.0019377013633113164,0.10166756320602476,3.711256061706603,2,3.817298345177746e-07
Organic Cucumber && Organic Baby Spinach,Organic Hass Avocado,0.0012200341917145325,0.24435318275154005,3.708960757472051,3,3.637156633374772e-07
Large Lemon && Banana,Organic Avocado,0.002583601817748422,0.2077493816982688,3.7043117095984943,3,1.3867267806047681e-06
Bag of Organic Bananas && Fresh Cauliflower,Organic Hass Avocado,0.0010918793396436782,0.24398625429553264,3.703391264867917,3,2.9088053249550087e-07
Organic Garlic && Organic Yellow Onion,Limes,0.0011636460568033567,0.1659963436928702,3.6997413013884257,3,2.247710252516842e-07
Organic Ginger Root,Organic Lemon,0.0016711392710039394,0.10133664905191173,3.6991764256690227,2,2.8300351475531693e-07
Organic Coconut Milk,Limes,0.0014225188579864822,0.1659688995215311,3.6991296232518667,2,3.3584800993916775e-07
Organic Garlic && Organic Baby Spinach,Large Lemon,0.0011559567656791053,0.17819043856183325,3.6877537755259353,3,2.3810448672374687e-07
Organic Lemon,Organic Hass Avocado,0.006648673725435919,0.24270209580838323,3.683899423666672,2,1.0728612726903183e-05
Banana && Organic Baby Spinach,Organic Avocado,0.0032115605928956076,0.20645905420991928,3.681304299491003,3,2.1294437578885326e-06
Organic Baby Arugula && Banana,Organic Avocado,0.0010021709431940803,0.206441393875396,3.680989403805465,3,2.073387119105398e-07
Bag of Organic Bananas && Organic Gala Apples,Organic Hass Avocado,0.0013404997526611354,0.24235403151065799,3.678616264238163,3,4.354955532625707e-07
Banana && Yellow Onions,Large Lemon,0.0012020925124246128,0.1773156899810964,3.6696503497344954,3,2.562258546511955e-07
Organic Strawberries && Organic Yellow Onion,Organic Hass Avocado,0.0012225972887559497,0.24054462934947055,3.6511519131101764,3,3.595526728370204e-07
Bag of Organic Bananas && Organic Garnet Sweet Potato (Yam),Organic Baby Spinach,0.0010380543017739195,0.2751358695652174,3.649703689598744,3,2.964745088584868e-07
Organic Large Green Asparagus,Organic Hass Avocado,0.0014302081491107334,0.23969072164948452,3.6381907144301016,2,4.90286256520092e-07
"Organic Red Radish, Bunch",Organic Garlic,0.001055995981063839,0.12688635663689557,3.6374057825830066,2,1.4149446718616186e-07
Organic Basil,Organic Zucchini,0.0010278019136082512,0.11849881796690308,3.6320739513112685,2,1.2517939900127955e-07
Organic Red Bell Pepper,Organic Yellow Onion,0.0022452730082813664,0.12822014051522246,3.619788168048885,2,6.463898964262245e-07
Bag of Organic Bananas && Organic Strawberries,Organic Hass Avocado,0.004400837620113135,0.23824059941723322,3.616179761299089,3,4.614094256905983e-06
Fresh Cauliflower,Organic Zucchini,0.0025989803999969243,0.1178384660081348,3.6118336890935514,2,7.959633825964121e-07
