Left Hand Side,Right Hand Side,Support,Confidence,Lift,Total_Items,Support_Confidence_Score
Organic Red Bell Pepper,Organic Bell Pepper,0.0016401034723625934,0.1014401012818484,15.432360196139948,2,2.7286772518369856e-07
Pure Sparkling Water,Sparkling Lemon Water,0.0015019356291370394,0.16484133670317325,15.277395015974506,2,3.718508402695417e-07
Peach Pear Flavored Sparkling Water,Sparkling Water Grapefruit,0.002527959798274949,0.3624358033749083,15.03400791734367,2,2.3161752651481985e-06
Organic Yellow Squash,Organic Zucchini,0.0014379690350511348,0.44147682639434405,15.027168314132998,2,9.128658912179348e-07
Blackberries,Raspberries,0.0019778470891361694,0.26499828591018165,14.546209983706515,2,1.0366412583090212e-06
Baby Cucumbers,Hass Avocados,0.001133488047202229,0.22694672131147542,14.182500822424469,2,2.915800475643407e-07
Lime Sparkling Water,Sparkling Water Grapefruit,0.0049100757620340356,0.3273626748549983,13.579158018563378,2,7.892335655872773e-06
Sparkling Lemon Water,Sparkling Water Grapefruit,0.0034439614255851025,0.3191842542091534,13.239913276194994,2,3.7858030412700635e-06
Yellow Bell Pepper,Red Peppers,0.0011488400297828463,0.16672855551429633,10.962711073872295,2,2.2005391864096604e-07
Pure Sparkling Water,Lime Sparkling Water,0.001494259637846731,0.16399887672002245,10.934069769636583,2,3.6617863783598435e-07
Jalapeno Peppers,Bunched Cilantro,0.0015300809305348374,0.1310828583954406,10.659796600880494,2,3.068843264103112e-07
Pure Sparkling Water,Sparkling Water Grapefruit,0.002333501352253799,0.2561078348778433,10.623473678356254,2,1.3945656971651e-06
Organic Jalapeno Pepper,Organic Cilantro,0.0010567281342991437,0.20205479452054798,10.35385777994903,2,2.2562940629911508e-07
Sea Salt Pita Chips,Original Hummus,0.0010285828329013457,0.20241691842900306,9.664109676605037,2,2.141535865780573e-07
Orange Bell Pepper,Red Peppers,0.0014993769653736033,0.13982343116201384,9.193649356934507,2,3.143414298725058e-07
Soda,Clementines,0.00142773437999739,0.1040268456375839,8.758446370894287,2,2.120509706530956e-07
Green Bell Pepper,Red Peppers,0.0019624951065555524,0.128217987295219,8.430569945592723,2,4.938170949809751e-07
Clementines,Hass Avocados,0.001550550240642327,0.13054717794054288,8.158238408590412,2,3.1386231485267615e-07
Organic Yellow Onion && Organic Baby Spinach,Organic Garlic,0.0012153652876321869,0.2386934673366834,7.904450868134947,3,3.525771716739208e-07
Organic Red Bell Pepper,Green Bell Pepper,0.001929232477630882,0.11932267763886689,7.795848007174976,2,4.441116025273503e-07
Bag of Organic Bananas && Organic Yellow Onion,Organic Garlic,0.0015326395942982737,0.22862595419847329,7.571060248554069,3,5.370387372062807e-07
Globe Eggplant,Organic Zucchini,0.0010644041255894522,0.21929362150764364,7.464405748145868,2,2.484500555139104e-07
Organic Strawberries && Organic Yellow Onion,Organic Garlic,0.0010183481778476009,0.22485875706214692,7.446307673601239,3,2.3318595395907378e-07
Jalapeno Peppers,Limes,0.0032085643593489734,0.27487943884261284,6.972407593679876,2,2.8298522799425575e-06
Jalapeno Peppers,Organic Cilantro,0.0015659022232229441,0.13415168785620343,6.874311002117757,2,3.2894661571439505e-07
Organic Thyme,Organic Garlic,0.0011386053747291015,0.2072659524918491,6.863713349130393,2,2.687041819823423e-07
Bunched Cilantro,Limes,0.0033057935823595486,0.2688306283811902,6.818977522039991,2,2.9378540162811268e-06
Organic White Onions,Organic Garlic,0.0013177118381696342,0.20428401428004758,6.764965007376437,2,3.5471150795437684e-07
Organic Carrot Bunch,Organic Small Bunch Celery,0.0013944717510727199,0.13302416402245545,6.719620137098648,2,2.5867233296905065e-07
Organic Ginger Root,Organic Garlic,0.002893848716446323,0.19803887235160217,6.558154079164915,2,1.6584488890299162e-06
Organic Yellow Onion,Organic Garlic,0.006125441049666222,0.1967940813810111,6.5169322175952535,2,7.383916248148693e-06
Organic Jalapeno Pepper,Limes,0.0013356224845136875,0.2553816046966732,6.4778386021544705,2,4.555720322085641e-07
Organic Red Onion,Organic Cilantro,0.0023693226449419055,0.12550826782325833,6.4313977717446225,2,7.045644823722896e-07
Organic Jalapeno Pepper,Organic Garlic,0.0010106721865572924,0.1932485322896282,6.399519626014498,2,1.9739531121761104e-07
Blueberries,Raspberries,0.0018882938574159031,0.11239719768504416,6.1696747716359726,2,4.007694828910322e-07
Organic Strawberries && Organic Raspberries,Bag of Organic Bananas && Organic Hass Avocado,0.0011386053747291015,0.11486835312338668,6.168436875908228,4,1.4891788299331155e-07
Whole Milk Plain Yogurt,Organic Whole Milk,0.001102784082040995,0.2535294117647059,6.1644050311427305,2,3.083254160711135e-07
Organic Ginger Root,Organic Cilantro,0.0017578020054806577,0.12029416914725968,6.164212643720251,2,3.7169309065910387e-07
Organic Cilantro,Organic Italian Parsley Bunch,0.0020469310107489465,0.1048905205192081,6.111248843768871,2,4.3948357810575113e-07
Limes,Organic Cilantro,0.004636298739346364,0.117601246105919,6.0262196688514775,2,2.5278700670328407e-06
Organic Thyme,Organic Yellow Onion,0.0010234655053744733,0.18630647414997673,5.985530044024764,2,1.9515261121405236e-07
Clementines,Raspberries,0.0012921252005352725,0.1087893149504524,5.971631906287972,2,1.8163328405826167e-07
Hass Avocados,Raspberries,0.001734774031609732,0.1084106172049888,5.950844538147271,2,3.2625534982839687e-07
Organic Italian Parsley Bunch,Organic Small Bunch Celery,0.0019957577354802226,0.11627906976744186,5.87375372342504,2,4.631452254336217e-07
Organic Garlic,Organic Italian Parsley Bunch,0.0030243405683815683,0.10015251652262329,5.83519795468401,2,9.160586004529913e-07
Blackberries,Strawberries,0.0018678245473084136,0.25025711347274593,5.815312289758001,2,8.730891442767747e-07
Organic Lemon && Organic Raspberries,Organic Hass Avocado,0.0010644041255894522,0.3655536028119508,5.798017492528385,3,4.1415619974506863e-07
Limes && Banana,Large Lemon,0.0021467188975229576,0.2523308270676692,5.773223557664798,3,1.1628418944240756e-06
Limes && Organic Garlic,Large Lemon,0.0010695214531163246,0.251051051051051,5.743942818828663,3,2.871713068868413e-07
Carrots,Organic Small Bunch Celery,0.0022132441553722984,0.1113399407903205,5.624257169334389,2,5.453930985925521e-07
Limes && Organic Baby Spinach,Large Lemon,0.0013228291656965066,0.24467581637482252,5.598080121645914,3,4.2815258392624337e-07
Garlic,Yellow Onions,0.001102784082040995,0.10834590246354953,5.437873470389957,2,1.3176299832098867e-07
Organic Lacinato (Dinosaur) Kale,Organic Small Bunch Celery,0.0012767732179546553,0.10662393162393162,5.386031352287652,2,1.738129861523625e-07
Bag of Organic Bananas && Organic Lemon,Organic Hass Avocado,0.002236272129243224,0.33928571428571425,5.381384539124688,3,1.696738351510186e-06
Organic Romaine Lettuce,Organic Small Bunch Celery,0.0010669627893528882,0.10540950455005053,5.324685440583132,2,1.1999919126419642e-07
Organic Cucumber,Organic Small Bunch Celery,0.002489579841823406,0.10498489425981873,5.303236556633151,2,6.506971923301136e-07
Organic Broccoli,Fresh Cauliflower,0.0011769853311806443,0.10606409960802399,5.294791925623248,2,1.4693001063284046e-07
Organic Lemon && Organic Baby Spinach,Organic Hass Avocado,0.0012690972266643469,0.33310946944257896,5.283423596151686,3,5.365086999870114e-07
Organic Strawberries && Organic Lemon,Organic Hass Avocado,0.0014686730002123692,0.33256083429895716,5.274721736464719,3,7.173338464723687e-07
Packaged Grape Tomatoes,Strawberries,0.0010004375315035476,0.2224118316268487,5.168261712520938,2,2.226064985701914e-07
Baby Cucumbers,Strawberries,0.0010797561081700693,0.21618852459016397,5.023648544922361,2,2.520484184534337e-07
Bag of Organic Bananas && Organic Tomato Cluster,Organic Hass Avocado,0.0013919130873092835,0.31646305991855733,5.019396178925768,3,6.131225079620922e-07
Large Lemon && Organic Baby Spinach,Organic Avocado,0.001509611620427348,0.24665551839464886,4.96549549802525,3,5.621099808830591e-07
Bag of Organic Bananas && Organic Red Bell Pepper,Organic Hass Avocado,0.0011795439949440804,0.3127544097693351,4.960573565023314,3,4.3514272767977153e-07
Organic Reduced Fat 2% Milk,Half & Half,0.001650338127416338,0.1094890510948905,4.9555873017214775,2,2.9820612424862025e-07
Raspberries,Strawberries,0.0038789342653692536,0.21292134831460674,4.947728024285001,2,3.2036425069023115e-06
Bag of Organic Bananas && Organic Garnet Sweet Potato (Yam),Organic Hass Avocado,0.0011539573573097186,0.3112491373360939,4.9366985550881965,3,4.1446482381134755e-07
Bag of Organic Bananas && Organic Cucumber,Organic Hass Avocado,0.0019752884253727335,0.308183632734531,4.888076823099875,3,1.2024599155902887e-06
Organic Small Bunch Celery,Organic Yellow Onion,0.0030038712582740787,0.15173839989660073,4.874950028211144,2,1.369172384334846e-06
Organic Russet Potato,Organic Yellow Onion,0.0013740024409652303,0.15160926030491248,4.870801117608601,2,2.8622050086872016e-07
Bag of Organic Bananas && Organic Cilantro,Organic Hass Avocado,0.0011513986935462823,0.3061224489795918,4.855384546578665,3,4.0583233209186296e-07
Organic Red Onion,Organic Garlic,0.0027607982007476417,0.14624559501219844,4.842994378327615,2,1.1146849057964594e-06
Organic Garlic && Banana,Large Lemon,0.0010260241691379094,0.2083116883116883,4.766084113755347,3,2.1929504615984937e-07
Organic Mint,Limes,0.0010592867980625798,0.18565022421524663,4.709079145886593,2,2.083159854294011e-07
Bag of Organic Bananas && Organic Grape Tomatoes,Organic Hass Avocado,0.0013740024409652303,0.296849087893864,4.708300481817742,3,5.604162598546196e-07
Organic D'Anjou Pears,Organic Gala Apples,0.0014917009740832948,0.10020625644551392,4.680151888186396,2,2.2297613563342258e-07
Bag of Organic Bananas && Organic Kiwi,Organic Hass Avocado,0.0012895665367718362,0.29490930368636625,4.677533714152788,3,4.904288202410184e-07
Bag of Organic Bananas && Organic Yellow Onion,Organic Hass Avocado,0.0019624951065555524,0.29274809160305343,4.6432548960322135,3,1.1274862069374782e-06
Large Lemon && Banana,Cucumber Kirby,0.0014072650698899007,0.12235817575083427,4.583640704545463,3,2.423175166435428e-07
Organic Cilantro,Organic Garlic,0.002699390270425173,0.13832437393470565,4.58067926965998,2,1.007929298915658e-06
Bartlett Pears,Organic Fuji Apple,0.001412382397416773,0.12689655172413794,4.577282179399456,2,2.5313629153243193e-07
Organic Italian Parsley Bunch,Organic Yellow Onion,0.002443523894081555,0.14236732259988075,4.5738823119103,2,8.500480940675088e-07
Frozen Organic Wild Blueberries,Organic Raspberries,0.0016145168347282315,0.18729593351142773,4.567905297868193,2,4.882176814101417e-07
Bag of Organic Bananas && Organic Raspberries,Organic Hass Avocado,0.0034158161241873044,0.28796376186367556,4.567371011136661,3,3.359903521426747e-06
Bag of Organic Bananas && Organic Small Bunch Celery,Organic Hass Avocado,0.0012460692527934212,0.28647058823529414,4.543687899412028,3,4.447996116486674e-07
Organic D'Anjou Pears,Organic Large Extra Fancy Fuji Apple,0.001522404939244529,0.10226882090065315,4.540454504575868,2,2.3703016421906187e-07
Bag of Organic Bananas && Organic Zucchini,Organic Hass Avocado,0.0017782713155881473,0.2862438220757826,4.540091178850536,3,9.051742034313437e-07
Bag of Organic Bananas && Apple Honeycrisp Organic,Organic Hass Avocado,0.001970171097845861,0.28529084846239344,4.524976137888429,3,1.107377583988928e-06
Green Bell Pepper,Organic Yellow Onion,0.002154394888813266,0.14075560013373453,4.522101968324483,2,6.533054827327747e-07
Organic Strawberries && Organic Raspberries,Organic Blueberries,0.001353533130857741,0.13655136809499227,4.52119913937629,3,2.501691983268809e-07
Bag of Organic Bananas && Limes,Organic Hass Avocado,0.0016554554549432104,0.2847711267605634,4.516732872071111,3,7.804246029295321e-07
Organic Coconut Milk,Organic Garlic,0.0010029961952669837,0.13620569840166782,4.510518293562568,2,1.370231188833418e-07
Limes,Large Lemon,0.0077681031857922515,0.1970404984423676,4.50820401391711,2,1.1890098954512678e-05
Limes && Large Lemon,Organic Avocado,0.0017373326953731684,0.2236495388669302,4.5023552913270555,3,6.750469707859534e-07
Bag of Organic Bananas && Organic Red Onion,Organic Hass Avocado,0.0010541694705357074,0.2831615120274914,4.4912028969681606,3,3.146698201478542e-07
Organic Strawberries && Organic Cucumber,Organic Hass Avocado,0.0013714437772017942,0.28299894403379094,4.488624418561848,3,5.322808375066954e-07
Bag of Organic Bananas && Organic D'Anjou Pears,Organic Hass Avocado,0.0012742145541912192,0.282793867120954,4.485371709468582,3,4.5915055059405927e-07
Organic D'Anjou Pears,Apple Honeycrisp Organic,0.001647779463652902,0.11069095909247163,4.481172244784711,2,3.005455640389381e-07
Organic Cucumber && Organic Baby Spinach,Organic Hass Avocado,0.0012921252005352725,0.2810239287701725,4.4572988538337635,3,4.69194048190568e-07
Organic Garlic && Banana,Organic Avocado,0.001089990763223814,0.22129870129870127,4.455029882037196,3,2.629205309231361e-07
Original Hummus,Organic Baby Carrots,0.0021032216135445426,0.10041534326899586,4.454622950565083,2,4.4419140361222913e-07
Organic Basil,Organic Garlic,0.0010106721865572924,0.13398914518317503,4.437116050058898,2,1.3686432026078593e-07
Bag of Organic Bananas && Organic Strawberries,Organic Raspberries,0.0032546203070908247,0.18192219679633867,4.436846817579797,3,1.9270205739006268e-06
Organic Strawberries && Organic Baby Spinach,Organic Cucumber,0.0010874320994603778,0.10509396636993075,4.431783532843512,3,1.2427451598618744e-07
Organic Carrot Bunch,Organic Yellow Onion,0.0014456450263414435,0.13790578472052722,4.430545000948535,2,2.882078572943497e-07
Organic Raspberries && Organic Baby Spinach,Organic Hass Avocado,0.0013791197684921027,0.27826535880227155,4.413545388390609,3,5.292527362007425e-07
Bag of Organic Bananas && Organic Whole String Cheese,Organic Hass Avocado,0.001133488047202229,0.27809165097300687,4.410790221911826,3,3.572908053016905e-07
Limes && Banana,Organic Avocado,0.0018550312284912327,0.2180451127819549,4.389530925283746,3,7.503239466289705e-07
Organic Yellow Peaches,Organic Strawberries,0.00215183622504983,0.34007278608976954,4.385610338371231,2,1.5746727360559109e-06
Bag of Organic Bananas && Original Hummus,Organic Hass Avocado,0.0010106721865572924,0.2754532775453278,4.368943184520227,3,2.8136402798381937e-07
Organic Small Bunch Celery,Organic Garlic,0.0026098370387049067,0.1318340442031795,4.365748827477075,2,8.979545503383632e-07
Organic Red Bell Pepper,Organic Cucumber,0.0016733661012872636,0.10349738882734609,4.364456298878166,2,2.8980863858917834e-07
Bag of Organic Bananas && Organic Baby Spinach,Organic Cucumber,0.0014763489915026776,0.10314622810153737,4.3496479480681645,3,2.2481817320311613e-07
Organic Romaine Lettuce,Organic Cucumber,0.0010439348154819626,0.10313447927199189,4.349152503171484,2,1.1239594509149304e-07
Organic Garnet Sweet Potato (Yam),Organic Zucchini,0.001860148556018105,0.1273427920826765,4.334545905493848,2,4.4062549954137113e-07
Organic Garnet Sweet Potato (Yam),Organic Yellow Onion,0.0019676124340824246,0.13469959712734278,4.327538746048685,2,5.214893139238364e-07
Red Vine Tomato,Cucumber Kirby,0.001788505970641892,0.11544178364987613,4.324546809364271,2,3.692698218510596e-07
Bag of Organic Bananas && Organic Garlic,Organic Hass Avocado,0.0015838128695669974,0.2719683655536028,4.313669264272921,3,6.822226381344213e-07
Limes && Organic Baby Spinach,Organic Avocado,0.0011539573573097186,0.21344060577378138,4.296836227153662,3,2.842212634655195e-07
Organic Bartlett Pear,Apple Honeycrisp Organic,0.0011974546412881336,0.10559566787003609,4.2748963412034735,2,1.5141337662389138e-07
Bag of Organic Bananas && Organic Navel Orange,Organic Hass Avocado,0.0011488400297828463,0.2690233672857999,4.266958873947563,3,3.5506602929905426e-07
No Salt Added Black Beans,Limes,0.001258862571610602,0.16786079836233367,4.257844493974072,2,2.6601487796226976e-07
Bag of Organic Bananas && Fresh Cauliflower,Organic Hass Avocado,0.0010874320994603778,0.2667922159447583,4.231570754655816,3,3.1548408201389965e-07
Bag of Organic Bananas && Apple Honeycrisp Organic,Organic Raspberries,0.0011923373137612612,0.1726565394590589,4.21086943277657,3,2.4546032372024374e-07
Organic Italian Parsley Bunch,Organic Lemon,0.001860148556018105,0.10837805605247466,4.2096290269263195,2,3.750046179012653e-07
Organic Nectarine,Organic Strawberries,0.0012614212353740382,0.32627399073461283,4.207659787659803,2,5.191618013202609e-07
Raspberries,Organic Blueberries,0.0023130320421463095,0.12696629213483146,4.203838443643176,2,6.792845469252747e-07
Organic Ginger Root,Organic Lemon,0.0015607848956960717,0.10681141656452461,4.1487774919992635,2,2.601978969157991e-07
Carrots,Organic Yellow Onion,0.0025663397547264918,0.12910284463894967,4.147730017870617,2,8.502842110824685e-07
Bag of Organic Bananas && Organic Lemon,Organic Raspberries,0.0011206947283850482,0.17003105590062112,4.146837288398368,3,2.1355163948476563e-07
Fresh Ginger Root,Limes,0.0011641920123634632,0.163433908045977,4.145554961559005,2,2.2150901003992634e-07
Organic Russet Potato,Organic Garlic,0.001130929383438793,0.12478825522303784,4.132424080712139,2,1.596043369519367e-07
Organic Lacinato (Dinosaur) Kale,Organic Garlic,0.001494259637846731,0.12478632478632477,4.132360153356594,2,2.786243866098163e-07
Bag of Organic Bananas && Organic Garnet Sweet Potato (Yam),Organic Baby Spinach,0.0010362588241916541,0.27950310559006214,4.120164419517158,3,3.001394769079387e-07
Organic Blackberries,Organic Raspberries,0.0031318044464458883,0.16831683168316833,4.105029579400997,2,1.650884995477525e-06
Organic Grape Tomatoes && Banana,Organic Avocado,0.0010439348154819626,0.20359281437125748,4.098587413614102,3,2.2187542853390547e-07
Fresh Cauliflower,Organic Zucchini,0.0024077026013934483,0.12019414995529443,4.091217508524453,2,6.967693114788771e-07
Bag of Organic Bananas && Organic Granny Smith Apple,Organic Hass Avocado,0.0011002254182775587,0.2577937649880096,4.088847018241906,3,3.1205831387310094e-07
Bag of Organic Bananas && Organic Unsweetened Almond Milk,Organic Hass Avocado,0.001077197444406633,0.2568639414276998,4.074099158485715,3,2.9805318774462007e-07
Organic Large Extra Fancy Fuji Apple && Organic Strawberries,Organic Hass Avocado,0.0010720801168797606,0.25626911314984707,4.064664633060411,3,2.9454438566772964e-07
Banana && Organic Avocado,Cucumber Kirby,0.0015863715333304335,0.10829694323144105,4.05689504708146,3,2.7253734111649146e-07
Organic Navel Orange,Organic Lemon,0.0013458571395674323,0.10430299424945469,4.05134515399723,2,1.8892729278317586e-07
Organic Strawberries && Organic Yellow Onion,Organic Hass Avocado,0.0011565160210731547,0.25536723163841807,4.050359959985849,3,3.4156115636355624e-07
Organic Whole Strawberries,Organic Raspberries,0.0015070529566639118,0.16521739130434782,4.029438241877501,2,3.752431623443419e-07
Red Onion,Cucumber Kirby,0.0012486279165568573,0.10748898678414097,4.026628315523726,2,1.6758303456266468e-07
Banana && Organic Baby Spinach,Organic Avocado,0.0026917142791348645,0.1993179234558545,4.012528314944275,3,1.4441232853437755e-06
Jalapeno Peppers,Organic Garlic,0.001412382397416773,0.12099956159579132,4.006959638952849,2,2.413728338812097e-07
Banana && Organic Baby Spinach,Cucumber Kirby,0.0014379690350511348,0.10647972716938234,3.9888205971324195,3,2.2017398247829313e-07
Bag of Organic Bananas && Organic Baby Spinach,Organic Hass Avocado,0.003592363923864401,0.25098319628173044,3.980825113412298,3,3.2389578656276978e-06
Roma Tomato,Cucumber Kirby,0.0012255999426859317,0.10618488140101973,3.977775425388588,2,1.5949980273689483e-07
Large Lemon && Banana,Organic Avocado,0.002272093421931331,0.19755283648498334,3.976994824899019,3,1.019848445821904e-06
Organic Red Bell Pepper,Organic Yellow Onion,0.0020008750630070953,0.12375375850609273,3.975878149048723,2,4.954482981312189e-07
Organic Ginger Root,Organic Yellow Onion,0.001803857953222509,0.12344598143932761,3.9659900928854066,2,4.0168131296793735e-07
Carrots,Organic Garlic,0.002371881308705342,0.1193203758527481,3.9513525821177504,2,6.712750693495951e-07
Red Raspberries,Strawberries,0.0013074771831158895,0.1699933466400532,3.9501949981559754,2,2.9060304544656874e-07
Organic Strawberries && Organic Zucchini,Organic Hass Avocado,0.0010413761517185265,0.2489296636085627,3.9482541901088006,3,2.69955330747897e-07
Organic Carrot Bunch,Organic Garlic,0.0012409519252665488,0.11837930192824017,3.920188459016453,2,1.8229958877203705e-07
Organic Lacinato (Dinosaur) Kale,Organic Lemon,0.0012076892963418784,0.10085470085470084,3.9174062691653626,2,1.4709793633064227e-07
Bag of Organic Bananas && Organic Large Extra Fancy Fuji Apple,Organic Hass Avocado,0.001732215367846296,0.24681006197593877,3.9146353521364468,3,7.405708875567441e-07
Bag of Organic Bananas && Organic Gala Apples,Organic Hass Avocado,0.001412382397416773,0.24642857142857144,3.9085845599958264,3,4.915816375741423e-07
Bag of Organic Bananas && Organic Strawberries,Organic Hass Avocado,0.004406019000637107,0.24628146453089247,3.9062513088407202,3,4.7810629166626606e-06
Blueberries,Strawberries,0.0028145301397798014,0.1675296984465428,3.892946341290438,2,1.3270998931620165e-06
Organic Coconut Milk,Limes,0.0011232533921484843,0.15253648366921474,3.869138199374061,2,1.924550042825506e-07
Organic Large Green Asparagus,Organic Hass Avocado,0.0013867957597824112,0.243705035971223,3.8653867742217085,2,4.6869412941005277e-07
Red Peppers,Cucumber Kirby,0.0015633435594595078,0.10279273216689098,3.850702647374086,2,2.512298662308299e-07
Organic Red Onion,Limes,0.002863144751285089,0.15166711846028735,3.8470864642209013,2,1.2433060467554765e-06
